delivery_id,datetime,duration_minutes,weather,traffic,latitude,longitude,geometry
22,2024-01-20 10:52:00,50,Rainy,Light,37.73187657223215,-122.34844462531787,POINT (-122.34844462531787 37.73187657223215)
23,2024-01-05 20:15:00,35,Clear,Heavy,37.78270904336002,-122.41871925957251,POINT (-122.41871925957251 37.78270904336002)
24,2024-01-19 19:28:00,23,Clear,Light,37.855725104249466,-122.32795392833064,POINT (-122.32795392833064 37.855725104249466)
25,2024-01-09 15:31:00,32,Rainy,Light,37.80415441343291,-122.4633242281459,POINT (-122.4633242281459 37.80415441343291)
26,2024-01-04 12:28:00,36,Clear,Moderate,37.793276958489884,-122.5084516342183,POINT (-122.5084516342183 37.793276958489884)
27,2024-01-23 18:08:00,22,Clear,Light,37.689101016642816,-122.40689826847549,POINT (-122.40689826847549 37.689101016642816)
28,2024-01-14 10:34:00,25,Clear,Light,37.71119861543076,-122.4120893726639,POINT (-122.4120893726639 37.71119861543076)
29,2024-01-03 17:07:00,42,Cloudy,Light,37.733320912891756,-122.37193710522435,POINT (-122.37193710522435 37.733320912891756)
30,2024-01-25 11:04:00,7,Rainy,Light,37.69010456697077,-122.39879199800157,POINT (-122.39879199800157 37.69010456697077)
31,2024-01-02 17:01:00,40,Clear,Light,37.823050998077804,-122.47362558709585,POINT (-122.47362558709585 37.823050998077804)
32,2024-01-28 15:08:00,46,Cloudy,Light,37.84525181911086,-122.34515673317914,POINT (-122.34515673317914 37.84525181911086)
33,2024-01-05 17:23:00,40,Clear,Light,37.72257112398955,-122.42278728177187,POINT (-122.42278728177187 37.72257112398955)
34,2024-01-29 10:34:00,36,Cloudy,Light,37.80677189985547,-122.44273623115748,POINT (-122.44273623115748 37.80677189985547)
35,2024-01-24 15:42:00,38,Clear,Moderate,37.68595151719165,-122.4467907688612,POINT (-122.4467907688612 37.68595151719165)
36,2024-01-23 20:50:00,34,Clear,Heavy,37.87433953476735,-122.44468875986172,POINT (-122.44468875986172 37.87433953476735)
37,2024-01-16 11:35:00,30,Rainy,Heavy,37.754973469813464,-122.502598080315,POINT (-122.502598080315 37.754973469813464)
38,2024-01-01 14:43:00,27,Cloudy,Light,37.72145999376605,-122.45404328900352,POINT (-122.45404328900352 37.72145999376605)
39,2024-01-19 11:55:00,26,Cloudy,Light,37.8669188163674,-122.43624717316473,POINT (-122.43624717316473 37.8669188163674)
40,2024-01-30 13:35:00,32,Clear,Light,37.71131435475652,-122.4267516002664,POINT (-122.4267516002664 37.71131435475652)
41,2024-01-29 18:54:00,35,Clear,Light,37.81036991931635,-122.41568852942932,POINT (-122.41568852942932 37.81036991931635)
42,2024-01-08 09:59:00,35,Cloudy,Heavy,37.83032630042778,-122.3693180353481,POINT (-122.3693180353481 37.83032630042778)
43,2024-01-03 14:45:00,35,Clear,Light,37.83943671487168,-122.32186620695462,POINT (-122.32186620695462 37.83943671487168)
44,2024-01-08 17:07:00,33,Cloudy,Light,37.85189500316611,-122.50566842776882,POINT (-122.50566842776882 37.85189500316611)
45,2024-01-12 11:36:00,14,Cloudy,Light,37.830699367640214,-122.33705058969163,POINT (-122.33705058969163 37.830699367640214)
46,2024-01-29 16:11:00,37,Rainy,Moderate,37.73429442446758,-122.43854307856124,POINT (-122.43854307856124 37.73429442446758)
47,2024-01-24 19:23:00,43,Clear,Light,37.82273918765225,-122.32260738752635,POINT (-122.32260738752635 37.82273918765225)
48,2024-01-06 15:48:00,27,Clear,Moderate,37.69287066219968,-122.509924984804,POINT (-122.509924984804 37.69287066219968)
49,2024-01-29 16:35:00,30,Rainy,Heavy,37.788774725148954,-122.3814474356346,POINT (-122.3814474356346 37.788774725148954)
50,2024-01-10 08:11:00,30,Cloudy,Light,37.73261539247176,-122.49764134391603,POINT (-122.49764134391603 37.73261539247176)
51,2024-01-15 20:39:00,14,Clear,Moderate,37.817579220894594,-122.42710530310883,POINT (-122.42710530310883 37.817579220894594)
52,2024-01-10 20:50:00,28,Cloudy,Light,37.68794311012944,-122.33491029767998,POINT (-122.33491029767998 37.68794311012944)
53,2024-01-15 10:23:00,36,Clear,Moderate,37.85741707386198,-122.35850591448501,POINT (-122.35850591448501 37.85741707386198)
54,2024-01-06 18:31:00,39,Clear,Light,37.78254509596201,-122.3869005204411,POINT (-122.3869005204411 37.78254509596201)
55,2024-01-01 09:46:00,40,Cloudy,Moderate,37.767466377150505,-122.44528464037604,POINT (-122.44528464037604 37.767466377150505)
56,2024-01-13 09:39:00,30,Clear,Light,37.78099834375218,-122.41814605336901,POINT (-122.41814605336901 37.78099834375218)
57,2024-01-14 15:20:00,25,Cloudy,Moderate,37.8152424260153,-122.42975141154534,POINT (-122.42975141154534 37.8152424260153)
58,2024-01-18 13:31:00,28,Cloudy,Heavy,37.80287214607857,-122.49560710798842,POINT (-122.49560710798842 37.80287214607857)
59,2024-01-06 13:44:00,25,Cloudy,Light,37.82130316986708,-122.32488189161133,POINT (-122.32488189161133 37.82130316986708)
60,2024-01-12 17:09:00,24,Clear,Heavy,37.81364234730486,-122.33957348938839,POINT (-122.33957348938839 37.81364234730486)
61,2024-01-14 15:33:00,28,Cloudy,Light,37.79508079371638,-122.50674907703088,POINT (-122.50674907703088 37.79508079371638)
62,2024-01-29 11:48:00,38,Clear,Moderate,37.81136537049447,-122.34580593005455,POINT (-122.34580593005455 37.81136537049447)
63,2024-01-21 16:08:00,19,Clear,Moderate,37.70233781706832,-122.33654352508896,POINT (-122.33654352508896 37.70233781706832)
64,2024-01-06 19:17:00,27,Clear,Light,37.71847843498472,-122.4053022223501,POINT (-122.4053022223501 37.71847843498472)
65,2024-01-23 11:01:00,19,Rainy,Moderate,37.71799016072059,-122.5009492848815,POINT (-122.5009492848815 37.71799016072059)
66,2024-01-03 17:22:00,12,Cloudy,Light,37.82661979066516,-122.43518629781967,POINT (-122.43518629781967 37.82661979066516)
67,2024-01-23 15:20:00,11,Clear,Light,37.84937995975029,-122.3686838310983,POINT (-122.3686838310983 37.84937995975029)
68,2024-01-20 15:12:00,41,Cloudy,Moderate,37.81035135838605,-122.35522261193556,POINT (-122.35522261193556 37.81035135838605)
69,2024-01-06 08:00:00,24,Clear,Light,37.79256992305904,-122.39362667261516,POINT (-122.39362667261516 37.79256992305904)
70,2024-01-03 11:10:00,36,Clear,Moderate,37.67758700625461,-122.44689588432885,POINT (-122.44689588432885 37.67758700625461)
71,2024-01-25 11:45:00,25,Clear,Light,37.86891097551548,-122.47123189042102,POINT (-122.47123189042102 37.86891097551548)
72,2024-01-28 09:43:00,33,Rainy,Moderate,37.72665630405396,-122.37051810387737,POINT (-122.37051810387737 37.72665630405396)
73,2024-01-12 16:42:00,31,Clear,Light,37.69991489926338,-122.4580628243669,POINT (-122.4580628243669 37.69991489926338)
74,2024-01-19 11:45:00,29,Cloudy,Moderate,37.762113704970126,-122.47283097382316,POINT (-122.47283097382316 37.762113704970126)
75,2024-01-03 20:35:00,30,Cloudy,Light,37.71018462572083,-122.387211463215,POINT (-122.387211463215 37.71018462572083)
76,2024-01-11 10:22:00,36,Clear,Light,37.85957307092881,-122.34444008492098,POINT (-122.34444008492098 37.85957307092881)
77,2024-01-13 10:37:00,24,Clear,Moderate,37.67611002511401,-122.42433570376234,POINT (-122.42433570376234 37.67611002511401)
78,2024-01-28 16:26:00,15,Clear,Moderate,37.70949635202249,-122.32844645960074,POINT (-122.32844645960074 37.70949635202249)
79,2024-01-19 08:35:00,13,Clear,Light,37.72139461936461,-122.51403600738212,POINT (-122.51403600738212 37.72139461936461)
80,2024-01-09 11:31:00,17,Clear,Heavy,37.805904204230174,-122.48715135609753,POINT (-122.48715135609753 37.805904204230174)
81,2024-01-17 11:53:00,29,Clear,Moderate,37.87292574463766,-122.48612180021966,POINT (-122.48612180021966 37.87292574463766)
82,2024-01-18 08:53:00,25,Clear,Light,37.859453792885354,-122.45779256147046,POINT (-122.45779256147046 37.859453792885354)
83,2024-01-05 17:47:00,44,Clear,Moderate,37.71012140857347,-122.43471718681513,POINT (-122.43471718681513 37.71012140857347)
84,2024-01-04 17:44:00,44,Cloudy,Moderate,37.725805422186056,-122.37253858850228,POINT (-122.37253858850228 37.725805422186056)
85,2024-01-02 08:01:00,15,Clear,Light,37.75144153230386,-122.35085759125278,POINT (-122.35085759125278 37.75144153230386)
86,2024-01-03 13:10:00,15,Cloudy,Moderate,37.83111939087477,-122.4120710991106,POINT (-122.4120710991106 37.83111939087477)
87,2024-01-29 19:11:00,24,Clear,Light,37.76586368776713,-122.32616018315345,POINT (-122.32616018315345 37.76586368776713)
88,2024-01-25 17:14:00,22,Clear,Light,37.767068005715416,-122.51919026570391,POINT (-122.51919026570391 37.767068005715416)
89,2024-01-24 14:39:00,21,Cloudy,Light,37.72422146644086,-122.50061773017077,POINT (-122.50061773017077 37.72422146644086)
90,2024-01-29 13:45:00,12,Clear,Light,37.790623953302905,-122.48717941634878,POINT (-122.48717941634878 37.790623953302905)
91,2024-01-27 18:01:00,30,Clear,Light,37.85501060921757,-122.3525818018004,POINT (-122.3525818018004 37.85501060921757)
92,2024-01-12 10:27:00,41,Clear,Light,37.72382904339743,-122.45186781881688,POINT (-122.45186781881688 37.72382904339743)
93,2024-01-20 14:38:00,39,Clear,Moderate,37.8547170066382,-122.49200363527227,POINT (-122.49200363527227 37.8547170066382)
94,2024-01-28 16:35:00,19,Cloudy,Heavy,37.82198884322004,-122.45282682472384,POINT (-122.45282682472384 37.82198884322004)
95,2024-01-14 13:14:00,43,Clear,Moderate,37.790845479640964,-122.44157115841459,POINT (-122.44157115841459 37.790845479640964)
96,2024-01-24 14:56:00,24,Clear,Light,37.81847012390036,-122.3608077700248,POINT (-122.3608077700248 37.81847012390036)
97,2024-01-14 12:40:00,36,Cloudy,Light,37.83146530982587,-122.4308082864567,POINT (-122.4308082864567 37.83146530982587)
98,2024-01-21 11:54:00,22,Cloudy,Heavy,37.79075744117486,-122.46766837550459,POINT (-122.46766837550459 37.79075744117486)
99,2024-01-16 09:08:00,46,Clear,Heavy,37.745011377116846,-122.34520278045329,POINT (-122.34520278045329 37.745011377116846)
100,2024-01-20 13:59:00,28,Clear,Heavy,37.71571757555523,-122.47967917820465,POINT (-122.47967917820465 37.71571757555523)
101,2024-01-24 11:34:00,39,Cloudy,Light,37.78132566703147,-122.4495573560046,POINT (-122.4495573560046 37.78132566703147)
102,2024-01-11 20:06:00,29,Cloudy,Heavy,37.7163642097403,-122.43540914000803,POINT (-122.43540914000803 37.7163642097403)
103,2024-01-05 16:48:00,22,Clear,Heavy,37.844224206462734,-122.3208490342148,POINT (-122.3208490342148 37.844224206462734)
104,2024-01-26 10:08:00,21,Cloudy,Heavy,37.75613291728756,-122.46773247100363,POINT (-122.46773247100363 37.75613291728756)
105,2024-01-25 12:13:00,53,Clear,Moderate,37.794670755629014,-122.41893529591766,POINT (-122.41893529591766 37.794670755629014)
106,2024-01-13 17:11:00,21,Clear,Heavy,37.852994525757794,-122.51894039179813,POINT (-122.51894039179813 37.852994525757794)
107,2024-01-27 17:37:00,26,Cloudy,Moderate,37.76672659983762,-122.42424349628381,POINT (-122.42424349628381 37.76672659983762)
108,2024-01-28 15:45:00,33,Cloudy,Moderate,37.85056908322539,-122.44585534301595,POINT (-122.44585534301595 37.85056908322539)
109,2024-01-13 16:56:00,37,Clear,Light,37.86280197586898,-122.36714576511758,POINT (-122.36714576511758 37.86280197586898)
110,2024-01-05 19:13:00,22,Cloudy,Light,37.86687737052174,-122.49689167855153,POINT (-122.49689167855153 37.86687737052174)
111,2024-01-01 18:21:00,25,Clear,Moderate,37.86321349014174,-122.32902597914797,POINT (-122.32902597914797 37.86321349014174)
112,2024-01-04 17:55:00,37,Clear,Light,37.85320368713419,-122.40056090255734,POINT (-122.40056090255734 37.85320368713419)
113,2024-01-06 12:44:00,25,Clear,Moderate,37.75574930706428,-122.37885629065124,POINT (-122.37885629065124 37.75574930706428)
114,2024-01-13 10:22:00,20,Clear,Light,37.797210153221364,-122.49309757108621,POINT (-122.49309757108621 37.797210153221364)
115,2024-01-13 11:42:00,44,Clear,Light,37.77581563390241,-122.50791710559334,POINT (-122.50791710559334 37.77581563390241)
116,2024-01-28 18:22:00,48,Rainy,Light,37.822774315804125,-122.38150101045184,POINT (-122.38150101045184 37.822774315804125)
117,2024-01-26 13:34:00,9,Clear,Light,37.81113288008987,-122.47876400023846,POINT (-122.47876400023846 37.81113288008987)
118,2024-01-12 19:02:00,21,Clear,Moderate,37.83857270755408,-122.31976762876745,POINT (-122.31976762876745 37.83857270755408)
119,2024-01-12 18:12:00,11,Clear,Moderate,37.84398637896063,-122.42088633089861,POINT (-122.42088633089861 37.84398637896063)
120,2024-01-15 10:51:00,25,Cloudy,Moderate,37.79253354587784,-122.45807863350102,POINT (-122.45807863350102 37.79253354587784)
121,2024-01-03 14:20:00,19,Clear,Moderate,37.79936807466471,-122.4882600070336,POINT (-122.4882600070336 37.79936807466471)
122,2024-01-16 08:08:00,37,Clear,Moderate,37.68545167116481,-122.39308959592965,POINT (-122.39308959592965 37.68545167116481)
123,2024-01-04 18:14:00,14,Cloudy,Light,37.803559373628936,-122.42848826661314,POINT (-122.42848826661314 37.803559373628936)
124,2024-01-04 09:31:00,18,Cloudy,Light,37.69203393777871,-122.40337865775206,POINT (-122.40337865775206 37.69203393777871)
125,2024-01-14 20:40:00,33,Cloudy,Heavy,37.69897661139921,-122.43319613162922,POINT (-122.43319613162922 37.69897661139921)
126,2024-01-04 09:24:00,22,Rainy,Heavy,37.78982466093526,-122.48074886906609,POINT (-122.48074886906609 37.78982466093526)
127,2024-01-03 11:54:00,12,Cloudy,Moderate,37.76023323393213,-122.34480557859611,POINT (-122.34480557859611 37.76023323393213)
128,2024-01-10 20:51:00,29,Clear,Moderate,37.84845574796293,-122.32638879795708,POINT (-122.32638879795708 37.84845574796293)
129,2024-01-18 17:59:00,42,Clear,Light,37.83617128477682,-122.4345785498506,POINT (-122.4345785498506 37.83617128477682)
130,2024-01-15 18:45:00,20,Cloudy,Light,37.70722435934984,-122.33394939159628,POINT (-122.33394939159628 37.70722435934984)
131,2024-01-14 10:55:00,36,Rainy,Light,37.859020077596384,-122.39172906745247,POINT (-122.39172906745247 37.859020077596384)
132,2024-01-08 11:45:00,27,Clear,Light,37.82295587566021,-122.32665819391565,POINT (-122.32665819391565 37.82295587566021)
133,2024-01-19 15:17:00,31,Cloudy,Light,37.7673460875466,-122.41615457666227,POINT (-122.41615457666227 37.7673460875466)
134,2024-01-07 16:39:00,39,Clear,Heavy,37.74594161901207,-122.36697854828704,POINT (-122.36697854828704 37.74594161901207)
135,2024-01-23 19:23:00,44,Clear,Moderate,37.68668542654188,-122.49614751555674,POINT (-122.49614751555674 37.68668542654188)
136,2024-01-01 14:47:00,22,Cloudy,Light,37.85274661933997,-122.38217155102835,POINT (-122.38217155102835 37.85274661933997)
137,2024-01-13 08:58:00,17,Cloudy,Heavy,37.80730656758955,-122.51363940949531,POINT (-122.51363940949531 37.80730656758955)
138,2024-01-20 15:12:00,32,Clear,Light,37.67671246920917,-122.4307542990171,POINT (-122.4307542990171 37.67671246920917)
139,2024-01-08 16:47:00,41,Clear,Light,37.83316618030611,-122.34131814073045,POINT (-122.34131814073045 37.83316618030611)
140,2024-01-01 17:30:00,34,Clear,Light,37.823813959330444,-122.40045167445557,POINT (-122.40045167445557 37.823813959330444)
141,2024-01-23 08:32:00,31,Clear,Moderate,37.68182458257937,-122.32834034744334,POINT (-122.32834034744334 37.68182458257937)
142,2024-01-30 15:41:00,17,Clear,Moderate,37.708157357271766,-122.39887600069183,POINT (-122.39887600069183 37.708157357271766)
143,2024-01-29 08:51:00,35,Clear,Light,37.73494875995323,-122.41548665318938,POINT (-122.41548665318938 37.73494875995323)
144,2024-01-19 19:02:00,44,Cloudy,Light,37.68042354549394,-122.42702832879255,POINT (-122.42702832879255 37.68042354549394)
145,2024-01-26 19:41:00,18,Rainy,Light,37.68924877551142,-122.37411344542242,POINT (-122.37411344542242 37.68924877551142)
146,2024-01-23 10:49:00,18,Clear,Light,37.78531947781306,-122.36657382515082,POINT (-122.36657382515082 37.78531947781306)
147,2024-01-20 09:56:00,46,Clear,Light,37.68219084204938,-122.4290715820203,POINT (-122.4290715820203 37.68219084204938)
148,2024-01-11 08:19:00,32,Clear,Moderate,37.768153621398845,-122.4631977486293,POINT (-122.4631977486293 37.768153621398845)
149,2024-01-29 12:30:00,25,Cloudy,Heavy,37.756129581180865,-122.47941094254934,POINT (-122.47941094254934 37.756129581180865)
150,2024-01-29 13:11:00,51,Clear,Light,37.77805442245155,-122.32788633033833,POINT (-122.32788633033833 37.77805442245155)
151,2024-01-21 18:31:00,18,Rainy,Heavy,37.774456438878936,-122.40097218522287,POINT (-122.40097218522287 37.774456438878936)
152,2024-01-27 08:47:00,28,Rainy,Moderate,37.86785637438854,-122.34282479297346,POINT (-122.34282479297346 37.86785637438854)
153,2024-01-19 18:22:00,38,Clear,Light,37.780562631532824,-122.43889056208373,POINT (-122.43889056208373 37.780562631532824)
154,2024-01-20 10:08:00,40,Clear,Moderate,37.80726540374196,-122.45653302607828,POINT (-122.45653302607828 37.80726540374196)
155,2024-01-21 12:02:00,26,Clear,Light,37.84852387803951,-122.33706742350354,POINT (-122.33706742350354 37.84852387803951)
156,2024-01-10 15:29:00,36,Clear,Light,37.84839130422832,-122.40091458089861,POINT (-122.40091458089861 37.84839130422832)
157,2024-01-16 12:29:00,5,Cloudy,Moderate,37.69381154174621,-122.43599972980005,POINT (-122.43599972980005 37.69381154174621)
158,2024-01-30 15:03:00,20,Rainy,Light,37.80968621511623,-122.49535216858884,POINT (-122.49535216858884 37.80968621511623)
159,2024-01-19 10:45:00,33,Rainy,Moderate,37.70804491419331,-122.47766287295566,POINT (-122.47766287295566 37.70804491419331)
160,2024-01-10 11:15:00,28,Clear,Moderate,37.82855821062316,-122.51590316256555,POINT (-122.51590316256555 37.82855821062316)
161,2024-01-06 20:42:00,47,Clear,Light,37.84123668678144,-122.40484111998646,POINT (-122.40484111998646 37.84123668678144)
162,2024-01-25 09:22:00,37,Cloudy,Light,37.74087950308112,-122.37001755061803,POINT (-122.37001755061803 37.74087950308112)
163,2024-01-19 19:06:00,22,Cloudy,Moderate,37.80037090548936,-122.35761202132055,POINT (-122.35761202132055 37.80037090548936)
164,2024-01-25 19:56:00,24,Clear,Light,37.73282963548651,-122.3893278573533,POINT (-122.3893278573533 37.73282963548651)
165,2024-01-11 18:00:00,23,Clear,Light,37.75770838685278,-122.41990770887757,POINT (-122.41990770887757 37.75770838685278)
166,2024-01-16 10:29:00,36,Rainy,Heavy,37.871792871505306,-122.33708678321211,POINT (-122.33708678321211 37.871792871505306)
167,2024-01-28 08:42:00,40,Cloudy,Moderate,37.714812875876916,-122.34120417156004,POINT (-122.34120417156004 37.714812875876916)
168,2024-01-02 08:31:00,37,Clear,Heavy,37.809449819830995,-122.497640223151,POINT (-122.497640223151 37.809449819830995)
169,2024-01-15 12:17:00,18,Cloudy,Light,37.711864511021815,-122.35041710284463,POINT (-122.35041710284463 37.711864511021815)
170,2024-01-02 17:41:00,40,Clear,Light,37.68579748719763,-122.37604114346246,POINT (-122.37604114346246 37.68579748719763)
171,2024-01-02 12:22:00,31,Cloudy,Light,37.69747031159359,-122.4673571485151,POINT (-122.4673571485151 37.69747031159359)
172,2024-01-03 11:56:00,36,Cloudy,Moderate,37.769532379729895,-122.46466217506604,POINT (-122.46466217506604 37.769532379729895)
173,2024-01-28 12:20:00,20,Cloudy,Light,37.75338456268229,-122.38638098640301,POINT (-122.38638098640301 37.75338456268229)
174,2024-01-05 10:09:00,29,Cloudy,Light,37.87439805771422,-122.37950036432329,POINT (-122.37950036432329 37.87439805771422)
175,2024-01-18 09:16:00,27,Clear,Heavy,37.83108834543881,-122.35967380206883,POINT (-122.35967380206883 37.83108834543881)
176,2024-01-24 09:58:00,32,Clear,Heavy,37.70205469929846,-122.39997580044447,POINT (-122.39997580044447 37.70205469929846)
177,2024-01-19 19:09:00,44,Cloudy,Light,37.865386628115644,-122.47154025247072,POINT (-122.47154025247072 37.865386628115644)
178,2024-01-30 14:01:00,35,Clear,Light,37.69250684198249,-122.33481216810925,POINT (-122.33481216810925 37.69250684198249)
179,2024-01-29 19:33:00,26,Clear,Moderate,37.708525569660374,-122.45729009346087,POINT (-122.45729009346087 37.708525569660374)
180,2024-01-02 12:51:00,42,Clear,Heavy,37.686797894885494,-122.41981671179936,POINT (-122.41981671179936 37.686797894885494)
181,2024-01-18 12:15:00,40,Cloudy,Light,37.6895498422247,-122.48031630519907,POINT (-122.48031630519907 37.6895498422247)
182,2024-01-06 20:35:00,14,Clear,Heavy,37.77069287808988,-122.44892842000964,POINT (-122.44892842000964 37.77069287808988)
183,2024-01-19 17:13:00,27,Clear,Light,37.771355974550545,-122.42910200450038,POINT (-122.42910200450038 37.771355974550545)
184,2024-01-08 14:20:00,33,Clear,Light,37.8084522410111,-122.34421454032388,POINT (-122.34421454032388 37.8084522410111)
185,2024-01-03 11:23:00,33,Rainy,Moderate,37.84854089576617,-122.51752579568387,POINT (-122.51752579568387 37.84854089576617)
186,2024-01-13 10:07:00,34,Clear,Moderate,37.802273711123064,-122.43483135796369,POINT (-122.43483135796369 37.802273711123064)
187,2024-01-16 20:20:00,41,Clear,Moderate,37.78769232067235,-122.3620925231262,POINT (-122.3620925231262 37.78769232067235)
188,2024-01-15 18:28:00,33,Cloudy,Light,37.84598949516744,-122.46995088856723,POINT (-122.46995088856723 37.84598949516744)
189,2024-01-05 19:29:00,51,Clear,Heavy,37.7644154123243,-122.39592849936979,POINT (-122.39592849936979 37.7644154123243)
190,2024-01-10 09:46:00,17,Cloudy,Moderate,37.70972287496828,-122.4533789910498,POINT (-122.4533789910498 37.70972287496828)
191,2024-01-01 20:08:00,25,Cloudy,Light,37.7916540220064,-122.36098114161271,POINT (-122.36098114161271 37.7916540220064)
192,2024-01-27 09:24:00,20,Clear,Heavy,37.70059086678954,-122.50396030680626,POINT (-122.50396030680626 37.70059086678954)
193,2024-01-02 16:12:00,11,Rainy,Moderate,37.85102398254102,-122.49152662369923,POINT (-122.49152662369923 37.85102398254102)
194,2024-01-23 11:07:00,24,Clear,Light,37.69245849786551,-122.49208866371099,POINT (-122.49208866371099 37.69245849786551)
195,2024-01-11 10:31:00,46,Cloudy,Light,37.70272430887739,-122.440652881952,POINT (-122.440652881952 37.70272430887739)
196,2024-01-18 15:12:00,37,Clear,Moderate,37.71151346557874,-122.33773556297201,POINT (-122.33773556297201 37.71151346557874)
197,2024-01-24 17:44:00,26,Rainy,Light,37.7024496881473,-122.38428603112149,POINT (-122.38428603112149 37.7024496881473)
198,2024-01-24 15:02:00,30,Clear,Moderate,37.69579483363322,-122.40412044776994,POINT (-122.40412044776994 37.69579483363322)
199,2024-01-13 13:53:00,31,Clear,Heavy,37.72950731703724,-122.46699619705439,POINT (-122.46699619705439 37.72950731703724)
200,2024-01-15 18:12:00,32,Clear,Light,37.69763264186998,-122.36111419222536,POINT (-122.36111419222536 37.69763264186998)
201,2024-01-18 11:22:00,22,Clear,Light,37.79747498793938,-122.48482055427039,POINT (-122.48482055427039 37.79747498793938)
202,2024-01-19 17:09:00,34,Clear,Light,37.78443286639757,-122.36205293469001,POINT (-122.36205293469001 37.78443286639757)
203,2024-01-11 13:11:00,19,Clear,Light,37.73370929024071,-122.42153975593284,POINT (-122.42153975593284 37.73370929024071)
204,2024-01-05 16:54:00,41,Cloudy,Light,37.836559049716996,-122.33756997311592,POINT (-122.33756997311592 37.836559049716996)
205,2024-01-01 13:03:00,44,Clear,Moderate,37.69617242476206,-122.40019313029246,POINT (-122.40019313029246 37.69617242476206)
206,2024-01-17 17:36:00,30,Clear,Light,37.77502132771943,-122.50422117998,POINT (-122.50422117998 37.77502132771943)
207,2024-01-15 15:30:00,37,Clear,Light,37.84578730778568,-122.33046366590409,POINT (-122.33046366590409 37.84578730778568)
208,2024-01-12 17:24:00,28,Cloudy,Light,37.707971437423154,-122.37649675101238,POINT (-122.37649675101238 37.707971437423154)
209,2024-01-25 15:00:00,30,Cloudy,Light,37.697142892441676,-122.37164350649118,POINT (-122.37164350649118 37.697142892441676)
210,2024-01-23 17:01:00,19,Cloudy,Heavy,37.69529720693367,-122.51606018580466,POINT (-122.51606018580466 37.69529720693367)
211,2024-01-24 15:57:00,28,Cloudy,Moderate,37.78165117377881,-122.49501399355627,POINT (-122.49501399355627 37.78165117377881)
212,2024-01-08 09:34:00,31,Cloudy,Light,37.82116651583509,-122.32135049861725,POINT (-122.32135049861725 37.82116651583509)
213,2024-01-19 15:05:00,23,Clear,Light,37.740849443815286,-122.4219725234048,POINT (-122.4219725234048 37.740849443815286)
214,2024-01-05 10:44:00,41,Cloudy,Moderate,37.85143502788074,-122.39556093676461,POINT (-122.39556093676461 37.85143502788074)
215,2024-01-08 17:01:00,19,Clear,Moderate,37.76235680394764,-122.4340765745846,POINT (-122.4340765745846 37.76235680394764)
